task_a,task_b,pair,text_cosine_distance,behavior_cosine_distance,text_distance_percentile,behavior_distance_percentile,text_close_behavior_far,behavior_close_text_far
Weather Prediction Task (Cards),go/no-go task,Weather Prediction Task... <-> go/no-go task,0.587267444066128,0.15179264542236348,0.514799154334038,0.20824524312896406,-0.3065539112050739,0.3065539112050739
columbia card task,multi-step sequential decision task,columbia card task <-> multi-step sequential d...,0.58211827050239,0.1454928329266345,0.48731501057082455,0.17864693446088795,-0.30866807610993663,0.30866807610993663
go/no-go task,weather prediction task,go/no-go task <-> weather prediction task,0.584679415340009,0.1482884745894132,0.5010570824524313,0.19027484143763213,-0.3107822410147992,0.3107822410147992
Columbia Card Task (CCT),multi-step sequential decision task,Columbia Card Task (CCT) <-> multi-step sequential d...,0.5921068376461631,0.15371924360089084,0.5317124735729387,0.21881606765327696,-0.3128964059196617,0.3128964059196617
Contextual Bandit,digit span,Contextual Bandit <-> digit span,0.5983679221053217,0.15650466627624138,0.5528541226215645,0.23784355179704017,-0.3150105708245243,0.3150105708245243
Two-Step Task (Daw),weather prediction task,Two-Step Task (Daw) <-> weather prediction task,0.624526833855194,0.1705008073257468,0.6300211416490487,0.3128964059196617,-0.31712473572938693,0.31712473572938693
Columbia Card Task (CCT),Unidimensional Threshold Rule,Columbia Card Task (CCT) <-> Unidimensional Threshol...,0.7860513928700263,0.22475032287791508,0.9418604651162791,0.6236786469344608,-0.31818181818181823,0.31818181818181823
Unidimensional Threshold Rule,exp7,Unidimensional Threshol... <-> exp7,0.6966441777791859,0.20589045628037894,0.8340380549682875,0.5158562367864693,-0.31818181818181823,0.31818181818181823
category learning task,exp,category learning task <-> exp,0.6448455912351052,0.1797719935812584,0.6923890063424947,0.37315010570824525,-0.3192389006342494,0.3192389006342494
Weather Prediction Task (Cards),go/no-go,Weather Prediction Task... <-> go/no-go,0.5903927272456468,0.1500404358398273,0.5243128964059197,0.20084566596194503,-0.3234672304439747,0.3234672304439747
Go/No-Go (withhold),gambling task,Go/No-Go (withhold) <-> gambling task,0.6063959911657559,0.16021941581466337,0.5782241014799154,0.25158562367864695,-0.3266384778012685,0.3266384778012685
exp5,go/no-go,exp5 <-> go/no-go,0.5600531809819801,0.12062597135727648,0.40063424947145876,0.07399577167019028,-0.3266384778012685,0.3266384778012685
Go/No-Go (withhold),exp1,Go/No-Go (withhold) <-> exp1,0.5867705428903948,0.14681292180698957,0.5126849894291755,0.1849894291754757,-0.32769556025369984,0.32769556025369984
Columbia Card Task (CCT),category learning task,Columbia Card Task (CCT) <-> category learning task,0.7810497444325841,0.22186861350171527,0.9355179704016914,0.6067653276955602,-0.32875264270613114,0.32875264270613114
Iowa Gambling Task (IGT),digit span,Iowa Gambling Task (IGT) <-> digit span,0.7088358187986771,0.20847009683275364,0.8551797040169133,0.5253699788583509,-0.32980972515856244,0.32980972515856244
category learning task,go/no-go task,category learning task <-> go/no-go task,0.5849371059874579,0.14294276640397197,0.5021141649048626,0.16807610993657504,-0.33403805496828753,0.33403805496828753
go/no-go,weather prediction task,go/no-go <-> weather prediction task,0.5875506045220444,0.14630319641870548,0.5158562367864693,0.18076109936575052,-0.3350951374207188,0.3350951374207188
columbia card task,exp1,columbia card task <-> exp1,0.7736381189844854,0.21919593283646377,0.9302325581395349,0.5930232558139535,-0.33720930232558133,0.33720930232558133
category learning task,four-armed bandit task,category learning task <-> four-armed bandit task,0.6563735205624701,0.1826830224881476,0.7293868921775899,0.3879492600422833,-0.3414376321353066,0.3414376321353066
digit span,iowa gambling task,digit span <-> iowa gambling task,0.7101173368587871,0.2051175788495576,0.8604651162790697,0.5137420718816068,-0.34672304439746293,0.34672304439746293
Unidimensional Threshold Rule,columbia card task,Unidimensional Threshol... <-> columbia card task,0.782755730428889,0.217986460694382,0.9365750528541226,0.5845665961945031,-0.35200845665961944,0.35200845665961944
Four-Armed Bandit,category learning task,Four-Armed Bandit <-> category learning task,0.6637791536259985,0.18498898692941224,0.7526427061310782,0.3974630021141649,-0.3551797040169133,0.3551797040169133
category learning task,go/no-go,category learning task <-> go/no-go,0.5899140448092637,0.14224966549341989,0.5211416490486258,0.1649048625792812,-0.35623678646934465,0.35623678646934465
Four-Armed Bandit,exp1,Four-Armed Bandit <-> exp1,0.6659614484379113,0.18563976858607523,0.7600422832980972,0.40169133192389006,-0.35835095137420714,0.35835095137420714
Columbia Card Task (CCT),Weather Prediction Task (Cards),Columbia Card Task (CCT) <-> Weather Prediction Task...,0.6608142953448807,0.18118794607134192,0.7441860465116279,0.3784355179704017,-0.3657505285412262,0.3657505285412262
category learning task,columbia card task,category learning task <-> columbia card task,0.7752775620125351,0.21455764762554907,0.9312896405919662,0.5623678646934461,-0.36892177589852004,0.36892177589852004
exp1,go/no-go task,exp1 <-> go/no-go task,0.5931977518555199,0.14286842366161567,0.5369978858350951,0.16701902748414377,-0.36997885835095135,0.36997885835095135
exp1,n-back,exp1 <-> n-back,0.5880113932917526,0.13988857709573044,0.5190274841437632,0.14904862579281183,-0.36997885835095135,0.36997885835095135
gambling task,go/no-go task,gambling task <-> go/no-go task,0.6235477529288538,0.16108930998950932,0.627906976744186,0.2558139534883721,-0.37209302325581395,0.37209302325581395
Go/No-Go (withhold),Iowa Gambling Task (IGT),Go/No-Go (withhold) <-> Iowa Gambling Task (IGT),0.6353841207076819,0.1655335861955115,0.6606765327695561,0.2832980972515856,-0.37737843551797046,0.37737843551797046
exp1,four-armed bandit task,exp1 <-> four-armed bandit task,0.6700404441489102,0.18337917479547128,0.7695560253699789,0.39006342494714585,-0.37949260042283306,0.37949260042283306
Go/No-Go (withhold),Unidimensional Threshold Rule,Go/No-Go (withhold) <-> Unidimensional Threshol...,0.6042268487229479,0.14747956283732244,0.5697674418604651,0.18816067653276955,-0.38160676532769555,0.38160676532769555
exp1,go/no-go,exp1 <-> go/no-go,0.5970205449221584,0.14185289992772931,0.5465116279069767,0.160676532769556,-0.3858350951374207,0.3858350951374207
Unidimensional Threshold Rule,n-back,Unidimensional Threshol... <-> n-back,0.601988787502478,0.14416653992187056,0.5623678646934461,0.1744186046511628,-0.38794926004228336,0.38794926004228336
Go/No-Go (withhold),iowa gambling task,Go/No-Go (withhold) <-> iowa gambling task,0.633062367860902,0.1617465641405631,0.6543340380549683,0.2642706131078224,-0.39006342494714585,0.39006342494714585
gambling task,go/no-go,gambling task <-> go/no-go,0.6291033187725046,0.16064273876352464,0.6437632135306554,0.2526427061310782,-0.39112050739957716,0.39112050739957716
Weather Prediction Task (Cards),columbia card task,Weather Prediction Task... <-> columbia card task,0.65720886399725,0.1744836101742112,0.733615221987315,0.339323467230444,-0.394291754756871,0.394291754756871
Unidimensional Threshold Rule,exp,Unidimensional Threshol... <-> exp,0.6702766225804608,0.18034982829381618,0.7706131078224101,0.37420718816067655,-0.39640591966173355,0.39640591966173355
Four-Armed Bandit,Unidimensional Threshold Rule,Four-Armed Bandit <-> Unidimensional Threshol...,0.6837444091947497,0.1857338779652299,0.8054968287526427,0.40380549682875266,-0.40169133192389006,0.40169133192389006
Iowa Gambling Task (IGT),go/no-go task,Iowa Gambling Task (IGT) <-> go/no-go task,0.6464552825838279,0.16673724234546283,0.6966173361522199,0.2917547568710359,-0.40486257928118397,0.40486257928118397
Columbia Card Task (CCT),weather prediction task,Columbia Card Task (CCT) <-> weather prediction task,0.6820789832399272,0.18162970921787613,0.8012684989429175,0.379492600422833,-0.4217758985200845,0.4217758985200845
Unidimensional Threshold Rule,four-armed bandit task,Unidimensional Threshol... <-> four-armed bandit task,0.6863090213202289,0.18366224459747293,0.8128964059196617,0.39112050739957716,-0.42177589852008457,0.42177589852008457
Weather Prediction Task (Cards),contextual bandit task,Weather Prediction Task... <-> contextual bandit task,0.5922469630709706,0.13006104827692166,0.53276955602537,0.10887949260042283,-0.42389006342494717,0.42389006342494717
Iowa Gambling Task (IGT),go/no-go,Iowa Gambling Task (IGT) <-> go/no-go,0.6523557393622791,0.16662153049988082,0.7156448202959831,0.29069767441860467,-0.4249471458773784,0.4249471458773784
go/no-go task,iowa gambling task,go/no-go task <-> iowa gambling task,0.6466934186589699,0.16283305524326652,0.6976744186046512,0.2727272727272727,-0.4249471458773785,0.4249471458773785
Unidimensional Threshold Rule,go/no-go task,Unidimensional Threshol... <-> go/no-go task,0.615201480725374,0.14425831435801495,0.6067653276955602,0.17547568710359407,-0.4312896405919662,0.4312896405919662
category learning task,weather prediction task,category learning task <-> weather prediction task,0.5854252751789228,0.1136532882444411,0.5031712473572939,0.06659619450317125,-0.4365750528541227,0.4365750528541227
Weather Prediction Task (Cards),two-armed bandit task,Weather Prediction Task... <-> two-armed bandit task,0.6399975409025108,0.15676518573708287,0.6775898520084567,0.23890063424947147,-0.4386892177589852,0.4386892177589852
category learning task,contextual bandit task,category learning task <-> contextual bandit task,0.6478204012311289,0.16143940613913466,0.7050739957716702,0.26004228329809725,-0.4450317124735729,0.4450317124735729
Unidimensional Threshold Rule,go/no-go,Unidimensional Threshol... <-> go/no-go,0.6196186129006671,0.14355423203099382,0.6183932346723044,0.17230443974630022,-0.44608879492600423,0.44608879492600423
contextual bandit task,weather prediction task,contextual bandit task <-> weather prediction task,0.5944704707881127,0.12615185359148606,0.5391120507399577,0.0919661733615222,-0.44714587737843553,0.44714587737843553
exp1,exp4,exp1 <-> exp4,0.6346529674260346,0.15277356773436768,0.6585623678646935,0.21035940803382663,-0.44820295983086683,0.44820295983086683
go/no-go,iowa gambling task,go/no-go <-> iowa gambling task,0.6530100181334821,0.16264711675511467,0.718816067653277,0.27061310782241016,-0.44820295983086683,0.44820295983086683
category learning task,two-armed bandit task,category learning task <-> two-armed bandit task,0.6712185354027354,0.17162099704749323,0.773784355179704,0.321353065539112,-0.452431289640592,0.452431289640592
columbia card task,weather prediction task,columbia card task <-> weather prediction task,0.6784341853003748,0.17417137047767361,0.7906976744186046,0.3372093023255814,-0.45348837209302323,0.45348837209302323
exp1,two-armed bandit task,exp1 <-> two-armed bandit task,0.6785346068754208,0.17404832094151557,0.7928118393234672,0.33403805496828753,-0.4587737843551797,0.4587737843551797
exp1,weather prediction task,exp1 <-> weather prediction task,0.5916688420815372,0.11306472690528024,0.5295983086680761,0.06553911205073996,-0.46405919661733613,0.46405919661733613
Weather Prediction Task (Cards),category learning task,Weather Prediction Task... <-> category learning task,0.5931381183922325,0.11423554494715638,0.5359408033826638,0.06765327695560254,-0.4682875264270613,0.4682875264270613
Two-Armed Bandit,exp1,Two-Armed Bandit <-> exp1,0.6921119695772723,0.1763620323124766,0.8224101479915433,0.3498942917547569,-0.47251585623678644,0.47251585623678644
contextual bandit task,exp1,contextual bandit task <-> exp1,0.6542811306753058,0.15956492460210248,0.7241014799154334,0.25052854122621565,-0.47357293868921774,0.47357293868921774
Two-Armed Bandit,category learning task,Two-Armed Bandit <-> category learning task,0.6856530361821876,0.17407245109012903,0.8118393234672304,0.3361522198731501,-0.47568710359408034,0.47568710359408034
two-armed bandit task,weather prediction task,two-armed bandit task <-> weather prediction task,0.6441934020532086,0.1528697493290544,0.6902748414376322,0.21141649048625794,-0.47885835095137425,0.47885835095137425
Contextual Bandit,category learning task,Contextual Bandit <-> category learning task,0.6652647368742408,0.16332731137694723,0.7558139534883721,0.273784355179704,-0.4820295983086681,0.4820295983086681
Weather Prediction Task (Cards),exp1,Weather Prediction Task... <-> exp1,0.5981757904033654,0.1143614135986063,0.5517970401691332,0.06871035940803383,-0.4830866807610994,0.4830866807610994
Unidimensional Threshold Rule,two-armed bandit task,Unidimensional Threshol... <-> two-armed bandit task,0.6913195894073298,0.17257546753688258,0.8202959830866807,0.3266384778012685,-0.49365750528541225,0.49365750528541225
Contextual Bandit,Weather Prediction Task (Cards),Contextual Bandit <-> Weather Prediction Task...,0.6160696554665854,0.13137928868364157,0.6099365750528541,0.113107822410148,-0.49682875264270615,0.49682875264270615
Two-Armed Bandit,Weather Prediction Task (Cards),Two-Armed Bandit <-> Weather Prediction Task...,0.659658527608318,0.1570086489186614,0.7389006342494715,0.24101479915433405,-0.49788583509513745,0.49788583509513745
Two-Armed Bandit,Unidimensional Threshold Rule,Two-Armed Bandit <-> Unidimensional Threshol...,0.702932886727659,0.1746180605482417,0.8456659619450317,0.34143763213530653,-0.5042283298097252,0.5042283298097252
Contextual Bandit,exp1,Contextual Bandit <-> exp1,0.667934521854053,0.16132892007657607,0.7632135306553911,0.2568710359408034,-0.5063424947145877,0.5063424947145877
Contextual Bandit,weather prediction task,Contextual Bandit <-> weather prediction task,0.6167073721117089,0.12772847017857958,0.6120507399577167,0.09936575052854123,-0.5126849894291755,0.5126849894291755
Unidimensional Threshold Rule,contextual bandit task,Unidimensional Threshol... <-> contextual bandit task,0.677107032968391,0.1623953751693631,0.7843551797040169,0.26955602536997886,-0.514799154334038,0.514799154334038
Unidimensional Threshold Rule,exp4,Unidimensional Threshol... <-> exp4,0.6621096673836954,0.15338880449765546,0.7463002114164905,0.2156448202959831,-0.5306553911205074,0.5306553911205074
category learning task,exp4,category learning task <-> exp4,0.6654821850629558,0.15442743715586849,0.7568710359408034,0.2219873150105708,-0.5348837209302326,0.5348837209302326
Two-Armed Bandit,weather prediction task,Two-Armed Bandit <-> weather prediction task,0.6640424069716586,0.15358213395915343,0.7547568710359408,0.21775898520084566,-0.5369978858350951,0.5369978858350951
Contextual Bandit,Unidimensional Threshold Rule,Contextual Bandit <-> Unidimensional Threshol...,0.6902972995891236,0.16386946723346307,0.8192389006342494,0.2769556025369979,-0.5422832980972515,0.5422832980972515
Unidimensional Threshold Rule,weather prediction task,Unidimensional Threshol... <-> weather prediction task,0.6214243711458681,0.11808421064760999,0.6226215644820295,0.06976744186046512,-0.5528541226215644,0.5528541226215644
Unidimensional Threshold Rule,Weather Prediction Task (Cards),Unidimensional Threshol... <-> Weather Prediction Task...,0.6299236607726094,0.11875268700790698,0.6479915433403806,0.0708245243128964,-0.5771670190274841,0.5771670190274841
